2024-01-18 21:40:37.7130|Program|DEBUG|Program initialisation | 
2024-01-18 21:40:37.7203|Microsoft.Extensions.Hosting.Internal.Host|DEBUG|Hosting starting | 
2024-01-18 21:40:37.7693|Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager|INFO|User profile is available. Using 'C:\Users\Yulia\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest. | 
2024-01-18 21:40:37.7693|Microsoft.AspNetCore.DataProtection.Repositories.FileSystemXmlRepository|DEBUG|Reading data from file 'C:\Users\Yulia\AppData\Local\ASP.NET\DataProtection-Keys\key-03f48be6-6eba-4f09-a62b-0dac1b4d7346.xml'. | 
2024-01-18 21:40:37.7826|Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager|DEBUG|Found key {03f48be6-6eba-4f09-a62b-0dac1b4d7346}. | 
2024-01-18 21:40:37.7826|Microsoft.AspNetCore.DataProtection.KeyManagement.DefaultKeyResolver|DEBUG|Considering key {03f48be6-6eba-4f09-a62b-0dac1b4d7346} with expiration date 2024-04-06 09:25:04Z as default key. | 
2024-01-18 21:40:37.7826|Microsoft.AspNetCore.DataProtection.TypeForwardingActivator|DEBUG|Forwarded activator type request from Microsoft.AspNetCore.DataProtection.XmlEncryption.DpapiXmlDecryptor, Microsoft.AspNetCore.DataProtection, Version=7.0.0.0, Culture=neutral, PublicKeyToken=adb9793829ddae60 to Microsoft.AspNetCore.DataProtection.XmlEncryption.DpapiXmlDecryptor, Microsoft.AspNetCore.DataProtection, Culture=neutral, PublicKeyToken=adb9793829ddae60 | 
2024-01-18 21:40:37.7826|Microsoft.AspNetCore.DataProtection.XmlEncryption.DpapiXmlDecryptor|DEBUG|Decrypting secret element using Windows DPAPI. | 
2024-01-18 21:40:37.7826|Microsoft.AspNetCore.DataProtection.TypeForwardingActivator|DEBUG|Forwarded activator type request from Microsoft.AspNetCore.DataProtection.AuthenticatedEncryption.ConfigurationModel.AuthenticatedEncryptorDescriptorDeserializer, Microsoft.AspNetCore.DataProtection, Version=7.0.0.0, Culture=neutral, PublicKeyToken=adb9793829ddae60 to Microsoft.AspNetCore.DataProtection.AuthenticatedEncryption.ConfigurationModel.AuthenticatedEncryptorDescriptorDeserializer, Microsoft.AspNetCore.DataProtection, Culture=neutral, PublicKeyToken=adb9793829ddae60 | 
2024-01-18 21:40:37.7826|Microsoft.AspNetCore.DataProtection.AuthenticatedEncryption.CngCbcAuthenticatedEncryptorFactory|DEBUG|Opening CNG algorithm 'AES' from provider '(null)' with chaining mode CBC. | 
2024-01-18 21:40:37.7826|Microsoft.AspNetCore.DataProtection.AuthenticatedEncryption.CngCbcAuthenticatedEncryptorFactory|DEBUG|Opening CNG algorithm 'SHA256' from provider '(null)' with HMAC. | 
2024-01-18 21:40:37.7826|Microsoft.AspNetCore.DataProtection.KeyManagement.KeyRingProvider|DEBUG|Using key {03f48be6-6eba-4f09-a62b-0dac1b4d7346} as the default key. | 
2024-01-18 21:40:37.7826|Microsoft.AspNetCore.DataProtection.Internal.DataProtectionHostedService|DEBUG|Key ring with default key {03f48be6-6eba-4f09-a62b-0dac1b4d7346} was loaded during application startup. | 
2024-01-18 21:40:38.0927|Microsoft.Hosting.Lifetime|INFO|Now listening on: https://localhost:7216 | 
2024-01-18 21:40:38.1085|Microsoft.Hosting.Lifetime|INFO|Now listening on: http://localhost:5000 | 
2024-01-18 21:40:38.1085|Microsoft.AspNetCore.Hosting.Diagnostics|DEBUG|Loaded hosting startup assembly PiggyBankBackEnd | 
2024-01-18 21:40:38.1085|Microsoft.AspNetCore.Hosting.Diagnostics|DEBUG|Loaded hosting startup assembly Microsoft.AspNetCore.Watch.BrowserRefresh | 
2024-01-18 21:40:38.1085|Microsoft.AspNetCore.Hosting.Diagnostics|DEBUG|Loaded hosting startup assembly Microsoft.WebTools.BrowserLink.Net | 
2024-01-18 21:40:38.1085|Microsoft.Hosting.Lifetime|INFO|Application started. Press Ctrl+C to shut down. | 
2024-01-18 21:40:38.1085|Microsoft.Hosting.Lifetime|INFO|Hosting environment: Development | 
2024-01-18 21:40:38.1085|Microsoft.Hosting.Lifetime|INFO|Content root path: F:\Yulya\repos\PiggyBank\PiggyBankBackEnd | 
2024-01-18 21:40:38.1085|Microsoft.Extensions.Hosting.Internal.Host|DEBUG|Hosting started | 
2024-01-18 21:40:38.1085|Microsoft.AspNetCore.Server.Kestrel.Connections|DEBUG|Connection id "0HN0O9IAKNJ3P" accepted. | 
2024-01-18 21:40:38.1138|Microsoft.AspNetCore.Server.Kestrel.Connections|DEBUG|Connection id "0HN0O9IAKNJ3P" started. | 
2024-01-18 21:40:38.5658|Microsoft.AspNetCore.Server.Kestrel.Connections|DEBUG|Connection id "0HN0O9IAKNJ3Q" accepted. | 
2024-01-18 21:40:38.5658|Microsoft.AspNetCore.Server.Kestrel.Connections|DEBUG|Connection id "0HN0O9IAKNJ3R" accepted. | 
2024-01-18 21:40:38.5658|Microsoft.AspNetCore.Server.Kestrel.Connections|DEBUG|Connection id "0HN0O9IAKNJ3Q" started. | 
2024-01-18 21:40:38.5682|Microsoft.AspNetCore.Server.Kestrel.Connections|DEBUG|Connection id "0HN0O9IAKNJ3R" started. | 
2024-01-18 21:40:38.6540|Microsoft.AspNetCore.Server.Kestrel.Https.Internal.HttpsConnectionMiddleware|DEBUG|Connection 0HN0O9IAKNJ3R established using the following protocol: Tls13 | 
2024-01-18 21:40:38.6884|Microsoft.AspNetCore.Server.Kestrel.Http2|TRACE|Connection id "0HN0O9IAKNJ3R" sending SETTINGS frame for stream ID 0 with length 24 and flags NONE. | 
2024-01-18 21:40:38.6884|Microsoft.AspNetCore.Server.Kestrel.Http2|TRACE|Connection id "0HN0O9IAKNJ3R" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. | 
2024-01-18 21:40:38.6884|Microsoft.AspNetCore.Server.Kestrel.Http2|TRACE|Connection id "0HN0O9IAKNJ3R" received SETTINGS frame for stream ID 0 with length 24 and flags NONE. | 
2024-01-18 21:40:38.6884|Microsoft.AspNetCore.Server.Kestrel.Http2|TRACE|Connection id "0HN0O9IAKNJ3R" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK. | 
2024-01-18 21:40:38.6884|Microsoft.AspNetCore.Server.Kestrel.Http2|TRACE|Connection id "0HN0O9IAKNJ3R" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. | 
2024-01-18 21:40:38.6884|Microsoft.AspNetCore.Server.Kestrel.Http2|TRACE|Connection id "0HN0O9IAKNJ3R" received HEADERS frame for stream ID 1 with length 466 and flags END_STREAM, END_HEADERS, PRIORITY. | 
2024-01-18 21:40:38.6884|Microsoft.AspNetCore.Server.Kestrel.Http2|TRACE|Connection id "0HN0O9IAKNJ3R" received SETTINGS frame for stream ID 0 with length 0 and flags ACK. | 
